GIN.dotprod	ER_vs_ER	424133.6545185149	ER_vs_ER	424133.6545185149	pval	1.0
GIN.dotprod	ER_vs_PPM	421888.1317037046	ER_vs_ER	424133.6545185149	pval	0.8533817367547931
GIN.dotprod	ER_vs_GRG	1052572.9437036952	ER_vs_ER	424133.6545185149	pval	0.2170168245486217
GIN.dotprod	ER_vs_GRGs	21258273.15007407	ER_vs_ER	424133.6545185149	pval	3.019859359162157e-11
GIN.dotprod	ER_vs_GRGh	957390.6291111052	ER_vs_ER	424133.6545185149	pval	0.2707053377245183
GIN.dotprod	ER_vs_GRGt	839669.443925939	ER_vs_ER	424133.6545185149	pval	0.43764133504824576
GIN.dotprod	ER_vs_PA	33339069.745703716	ER_vs_ER	424133.6545185149	pval	3.019859359162157e-11
GIN.dotprod	PPM_vs_ER	421888.1317037046	PPM_vs_PPM	298186.11385186116	pval	0.3328546915727283
GIN.dotprod	PPM_vs_PPM	298186.11385186116	PPM_vs_PPM	298186.11385186116	pval	1.0
GIN.dotprod	PPM_vs_GRG	1166011.7967407426	PPM_vs_PPM	298186.11385186116	pval	0.0007697288698323855
GIN.dotprod	PPM_vs_GRGs	18809373.0554074	PPM_vs_PPM	298186.11385186116	pval	3.019859359162157e-11
GIN.dotprod	PPM_vs_GRGh	1368452.4314814806	PPM_vs_PPM	298186.11385186116	pval	0.009068760993273545
GIN.dotprod	PPM_vs_GRGt	1168314.1461481513	PPM_vs_PPM	298186.11385186116	pval	0.022360148062659704
GIN.dotprod	PPM_vs_PA	36486096.098148145	PPM_vs_PPM	298186.11385186116	pval	3.019859359162157e-11
GIN.dotprod	GRG_vs_ER	1052572.9437036952	GRG_vs_GRG	701964.743259259	pval	0.8766349003139949
GIN.dotprod	GRG_vs_PPM	1166011.7967407426	GRG_vs_GRG	701964.743259259	pval	0.19073033347156776
GIN.dotprod	GRG_vs_GRG	701964.743259259	GRG_vs_GRG	701964.743259259	pval	1.0
GIN.dotprod	GRG_vs_GRGs	25014665.343259264	GRG_vs_GRG	701964.743259259	pval	3.019859359162157e-11
GIN.dotprod	GRG_vs_GRGh	1468033.9577036977	GRG_vs_GRG	701964.743259259	pval	0.090490360906144
GIN.dotprod	GRG_vs_GRGt	1458773.5045185208	GRG_vs_GRG	701964.743259259	pval	0.795845542466455
GIN.dotprod	GRG_vs_PA	29409743.59888888	GRG_vs_GRG	701964.743259259	pval	3.019859359162157e-11
GIN.dotprod	GRGs_vs_ER	21258273.15007407	GRGs_vs_GRGs	1222821.5447407425	pval	4.9751664405934084e-11
GIN.dotprod	GRGs_vs_PPM	18809373.0554074	GRGs_vs_GRGs	1222821.5447407425	pval	4.504322112705282e-11
GIN.dotprod	GRGs_vs_GRG	25014665.343259264	GRGs_vs_GRGs	1222821.5447407425	pval	4.0771648468253186e-11
GIN.dotprod	GRGs_vs_GRGs	1222821.5447407425	GRGs_vs_GRGs	1222821.5447407425	pval	1.0
GIN.dotprod	GRGs_vs_GRGh	25222734.918740742	GRGs_vs_GRGs	1222821.5447407425	pval	3.019859359162157e-11
GIN.dotprod	GRGs_vs_GRGt	25852735.132222224	GRGs_vs_GRGs	1222821.5447407425	pval	4.0771648468253186e-11
GIN.dotprod	GRGs_vs_PA	106075200.47948149	GRGs_vs_GRGs	1222821.5447407425	pval	3.019859359162157e-11
GIN.dotprod	GRGh_vs_ER	957390.6291111052	GRGh_vs_GRGh	1242414.0094814757	pval	0.11536235969206284
GIN.dotprod	GRGh_vs_PPM	1368452.4314814806	GRGh_vs_GRGh	1242414.0094814757	pval	0.4464194359599726
GIN.dotprod	GRGh_vs_GRG	1468033.9577036977	GRGh_vs_GRGh	1242414.0094814757	pval	1.0
GIN.dotprod	GRGh_vs_GRGs	25222734.918740742	GRGh_vs_GRGh	1242414.0094814757	pval	3.019859359162157e-11
GIN.dotprod	GRGh_vs_GRGh	1242414.0094814757	GRGh_vs_GRGh	1242414.0094814757	pval	1.0
GIN.dotprod	GRGh_vs_GRGt	1225585.7395555496	GRGh_vs_GRGh	1242414.0094814757	pval	0.24581380245894136
GIN.dotprod	GRGh_vs_PA	29548833.981185183	GRGh_vs_GRGh	1242414.0094814757	pval	3.019859359162157e-11
GIN.dotprod	GRGt_vs_ER	839669.443925939	GRGt_vs_GRGt	1349330.1662222305	pval	0.12967022490828164
GIN.dotprod	GRGt_vs_PPM	1168314.1461481513	GRGt_vs_GRGt	1349330.1662222305	pval	0.3710770321265142
GIN.dotprod	GRGt_vs_GRG	1458773.5045185208	GRGt_vs_GRGt	1349330.1662222305	pval	0.5395103167994048
GIN.dotprod	GRGt_vs_GRGs	25852735.132222224	GRGt_vs_GRGt	1349330.1662222305	pval	3.3383888204288e-11
GIN.dotprod	GRGt_vs_GRGh	1225585.7395555496	GRGt_vs_GRGt	1349330.1662222305	pval	0.38709977767912396
GIN.dotprod	GRGt_vs_GRGt	1349330.1662222305	GRGt_vs_GRGt	1349330.1662222305	pval	1.0
GIN.dotprod	GRGt_vs_PA	28569819.56725925	GRGt_vs_GRGt	1349330.1662222305	pval	3.019859359162157e-11
GIN.dotprod	PA_vs_ER	33339069.745703716	PA_vs_PA	57235.92296297153	pval	3.019859359162157e-11
GIN.dotprod	PA_vs_PPM	36486096.098148145	PA_vs_PA	57235.92296297153	pval	3.019859359162157e-11
GIN.dotprod	PA_vs_GRG	29409743.59888888	PA_vs_PA	57235.92296297153	pval	3.019859359162157e-11
GIN.dotprod	PA_vs_GRGs	106075200.47948149	PA_vs_PA	57235.92296297153	pval	3.019859359162157e-11
